ID;System;Conc (mol/L);T (K);PCO2 (kPa);aCO2 (mol CO2/mol amine);Reference;DOI
1159;DEA;4;313.15;30.987;0.561;Suleiman et al (1998);https://doi.org/10.1205/026387698525603
1160;DEA;4;313.15;52.568;0.599;Suleiman et al (1998);https://doi.org/10.1205/026387698525603
1161;DEA;4;313.15;102.119;0.639;Suleiman et al (1998);https://doi.org/10.1205/026387698525603
1162;DEA;4;323.15;0.095;0.081;Suleiman et al (1998);https://doi.org/10.1205/026387698525603
1163;DEA;4;323.15;0.903;0.193;Suleiman et al (1998);https://doi.org/10.1205/026387698525603
1164;DEA;4;323.15;4.514;0.344;Suleiman et al (1998);https://doi.org/10.1205/026387698525603
1165;DEA;4;323.15;9.028;0.445;Suleiman et al (1998);https://doi.org/10.1205/026387698525603
1166;DEA;4;323.15;27.032;0.498;Suleiman et al (1998);https://doi.org/10.1205/026387698525603
1167;DEA;4;323.15;46.305;0.517;Suleiman et al (1998);https://doi.org/10.1205/026387698525603
1168;DEA;4;323.15;98.673;0.601;Suleiman et al (1998);https://doi.org/10.1205/026387698525603
1169;DEAB;1;298.15;11;0.83;Sema et al (2011);https://doi.org/10.1021/ie2008345
1170;DEAB;1;298.15;13;0.87;Sema et al (2011);https://doi.org/10.1021/ie2008345
1171;DEAB;1;298.15;35;0.89;Sema et al (2011);https://doi.org/10.1021/ie2008345
1172;DEAB;1;298.15;60;0.9;Sema et al (2011);https://doi.org/10.1021/ie2008345
1173;DEAB;1;298.15;71;0.92;Sema et al (2011);https://doi.org/10.1021/ie2008345
1174;DEAB;1;298.15;99;0.93;Sema et al (2011);https://doi.org/10.1021/ie2008345
1175;DEAB;1;313.15;11;0.78;Sema et al (2011);https://doi.org/10.1021/ie2008345
1176;DEAB;1;313.15;15;0.8;Sema et al (2011);https://doi.org/10.1021/ie2008345
1177;DEAB;1;313.15;36;0.83;Sema et al (2011);https://doi.org/10.1021/ie2008345
1178;DEAB;1;313.15;57;0.89;Sema et al (2011);https://doi.org/10.1021/ie2008345
1179;DEAB;1;313.15;66;0.89;Sema et al (2011);https://doi.org/10.1021/ie2008345
1180;DEAB;1;313.15;78;0.9;Sema et al (2011);https://doi.org/10.1021/ie2008345
1181;DEAB;1;313.15;100;0.91;Sema et al (2011);https://doi.org/10.1021/ie2008345
1182;DEAB;1;333.15;11;0.52;Sema et al (2011);https://doi.org/10.1021/ie2008345
1183;DEAB;1;333.15;13;0.56;Sema et al (2011);https://doi.org/10.1021/ie2008345
1184;DEAB;1;333.15;33;0.63;Sema et al (2011);https://doi.org/10.1021/ie2008345
1185;DEAB;1;333.15;62;0.71;Sema et al (2011);https://doi.org/10.1021/ie2008345
1186;DEAB;1;333.15;72;0.75;Sema et al (2011);https://doi.org/10.1021/ie2008345
1187;DEAB;1;333.15;99;0.81;Sema et al (2011);https://doi.org/10.1021/ie2008345
1188;DEAB;2;298.15;10;0.92;Sema et al (2011);https://doi.org/10.1021/ie2008345
1189;DEAB;2;298.15;15;0.94;Sema et al (2011);https://doi.org/10.1021/ie2008345
1190;DEAB;2;298.15;31;0.95;Sema et al (2011);https://doi.org/10.1021/ie2008345
1191;DEAB;2;298.15;51;0.97;Sema et al (2011);https://doi.org/10.1021/ie2008345
1192;DEAB;2;298.15;76;0.98;Sema et al (2011);https://doi.org/10.1021/ie2008345
1193;DEAB;2;298.15;100;1;Sema et al (2011);https://doi.org/10.1021/ie2008345
1194;DEAB;2;313.15;10;0.83;Sema et al (2011);https://doi.org/10.1021/ie2008345
1195;DEAB;2;313.15;15;0.88;Sema et al (2011);https://doi.org/10.1021/ie2008345
1196;DEAB;2;313.15;30;0.92;Sema et al (2011);https://doi.org/10.1021/ie2008345
1197;DEAB;2;313.15;51;0.95;Sema et al (2011);https://doi.org/10.1021/ie2008345
1198;DEAB;2;313.15;76;0.97;Sema et al (2011);https://doi.org/10.1021/ie2008345
1199;DEAB;2;313.15;100;0.99;Sema et al (2011);https://doi.org/10.1021/ie2008345
1200;DEAB;2;333.15;10;0.76;Sema et al (2011);https://doi.org/10.1021/ie2008345
1201;DEAB;2;333.15;15;0.79;Sema et al (2011);https://doi.org/10.1021/ie2008345
1202;DEAB;2;333.15;31;0.81;Sema et al (2011);https://doi.org/10.1021/ie2008345
1203;DEAB;2;333.15;51;0.83;Sema et al (2011);https://doi.org/10.1021/ie2008345
1204;DEAB;2;333.15;76;0.88;Sema et al (2011);https://doi.org/10.1021/ie2008345
1205;DEAB;2;333.15;100;0.93;Sema et al (2011);https://doi.org/10.1021/ie2008345
1206;DEAB;2.5;298.15;11;0.95;Sema et al (2011);https://doi.org/10.1021/ie2008345
1207;DEAB;2.5;298.15;13;0.96;Sema et al (2011);https://doi.org/10.1021/ie2008345
1208;DEAB;2.5;298.15;35;1;Sema et al (2011);https://doi.org/10.1021/ie2008345
1209;DEAB;2.5;298.15;60;1.01;Sema et al (2011);https://doi.org/10.1021/ie2008345
1210;DEAB;2.5;298.15;70;1.02;Sema et al (2011);https://doi.org/10.1021/ie2008345
1211;DEAB;2.5;298.15;99;1.03;Sema et al (2011);https://doi.org/10.1021/ie2008345
1212;DEAB;2.5;313.15;11;0.89;Sema et al (2011);https://doi.org/10.1021/ie2008345
1213;DEAB;2.5;313.15;15;0.92;Sema et al (2011);https://doi.org/10.1021/ie2008345
1214;DEAB;2.5;313.15;36;0.98;Sema et al (2011);https://doi.org/10.1021/ie2008345
1215;DEAB;2.5;313.15;57;0.98;Sema et al (2011);https://doi.org/10.1021/ie2008345
1216;DEAB;2.5;313.15;66;0.99;Sema et al (2011);https://doi.org/10.1021/ie2008345
1217;DEAB;2.5;313.15;78;1;Sema et al (2011);https://doi.org/10.1021/ie2008345
1218;DEAB;2.5;313.15;100;1.02;Sema et al (2011);https://doi.org/10.1021/ie2008345
1219;DEAB;2.5;333.15;11;0.83;Sema et al (2011);https://doi.org/10.1021/ie2008345
1220;DEAB;2.5;333.15;13;0.85;Sema et al (2011);https://doi.org/10.1021/ie2008345
1221;DEAB;2.5;333.15;33;0.89;Sema et al (2011);https://doi.org/10.1021/ie2008345
1222;DEAB;2.5;333.15;62;0.94;Sema et al (2011);https://doi.org/10.1021/ie2008345
1223;DEAB;2.5;333.15;72;0.96;Sema et al (2011);https://doi.org/10.1021/ie2008345
1224;DEAB;2.5;333.15;99;0.98;Sema et al (2011);https://doi.org/10.1021/ie2008345
1225;DEAB;5;298.15;9;0.59;Sema et al (2011);https://doi.org/10.1021/ie2008345
1226;DEAB;5;298.15;16;0.61;Sema et al (2011);https://doi.org/10.1021/ie2008345
1227;DEAB;5;298.15;21;0.62;Sema et al (2011);https://doi.org/10.1021/ie2008345
1228;DEAB;5;298.15;30;0.64;Sema et al (2011);https://doi.org/10.1021/ie2008345
1229;DEAB;2;298.15;2.865;0.835;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
1230;DEAB;2;298.15;7.494;0.884;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
1231;DEAB;2;298.15;13.895;0.912;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
1232;DEAB;2;298.15;27.654;0.946;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
1233;DEAB;2;298.15;89.464;0.975;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
1234;DEAB;2;313.15;2.862;0.683;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
1235;DEAB;2;313.15;7.752;0.772;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
1236;DEAB;2;313.15;14.477;0.85;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
1237;DEAB;2;313.15;28.35;0.89;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
1238;DEAB;2;313.15;92.992;0.941;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
1239;DEAB;2;333.15;2.937;0.351;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
1240;DEAB;2;333.15;7.62;0.433;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
1241;DEAB;2;333.15;14.59;0.579;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
1242;DEAB;2;333.15;28.63;0.771;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
1243;DEAB;2;333.15;93.961;0.851;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
1244;DEAB;2;353.15;2.954;0.321;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
1245;DEAB;2;353.15;7.624;0.374;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
1246;DEAB;2;353.15;14.065;0.443;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
1247;DEAB;2;353.15;27.566;0.553;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
1248;DEAB;2;353.15;90.538;0.712;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
1249;DEEA;5;313.15;0.7;0.045;Arshad et al (2014);https://doi.org/10.1021/je400886w
1250;DEEA;5;313.15;1.8;0.09;Arshad et al (2014);https://doi.org/10.1021/je400886w
1251;DEEA;5;313.15;3.4;0.136;Arshad et al (2014);https://doi.org/10.1021/je400886w
1252;DEEA;5;313.15;5;0.182;Arshad et al (2014);https://doi.org/10.1021/je400886w
1253;DEEA;5;313.15;7.1;0.226;Arshad et al (2014);https://doi.org/10.1021/je400886w
1254;DEEA;5;313.15;9.3;0.271;Arshad et al (2014);https://doi.org/10.1021/je400886w
1255;DEEA;5;313.15;11.7;0.314;Arshad et al (2014);https://doi.org/10.1021/je400886w
1256;DEEA;5;313.15;14.7;0.358;Arshad et al (2014);https://doi.org/10.1021/je400886w
1257;DEEA;5;313.15;17.7;0.401;Arshad et al (2014);https://doi.org/10.1021/je400886w
1258;DEEA;5;313.15;20.7;0.447;Arshad et al (2014);https://doi.org/10.1021/je400886w
1259;DEEA;5;313.15;24.7;0.489;Arshad et al (2014);https://doi.org/10.1021/je400886w
1260;DEEA;5;313.15;28.5;0.53;Arshad et al (2014);https://doi.org/10.1021/je400886w
1261;DEEA;5;313.15;38.6;0.576;Arshad et al (2014);https://doi.org/10.1021/je400886w
1262;DEEA;5;313.15;44.6;0.622;Arshad et al (2014);https://doi.org/10.1021/je400886w
1263;DEEA;5;313.15;51.6;0.668;Arshad et al (2014);https://doi.org/10.1021/je400886w
1264;DEEA;5;313.15;60.1;0.712;Arshad et al (2014);https://doi.org/10.1021/je400886w
1265;DEEA;5;313.15;70.6;0.755;Arshad et al (2014);https://doi.org/10.1021/je400886w
1266;DEEA;5;313.15;85.4;0.798;Arshad et al (2014);https://doi.org/10.1021/je400886w
1267;DEEA;5;313.15;108;0.84;Arshad et al (2014);https://doi.org/10.1021/je400886w
1268;DEEA;5;313.15;143.5;0.88;Arshad et al (2014);https://doi.org/10.1021/je400886w
1269;DEEA;5;313.15;206.5;0.918;Arshad et al (2014);https://doi.org/10.1021/je400886w
1270;DEEA;5;313.15;318.9;0.954;Arshad et al (2014);https://doi.org/10.1021/je400886w
1271;DEEA;5;313.15;435;0.975;Arshad et al (2014);https://doi.org/10.1021/je400886w
1272;DEEA;5;313.15;516.1;0.987;Arshad et al (2014);https://doi.org/10.1021/je400886w
1273;DEEA;5;313.15;577.1;0.99;Arshad et al (2014);https://doi.org/10.1021/je400886w
1274;DEEA;5;353.15;12;0.041;Arshad et al (2014);https://doi.org/10.1021/je400886w
1275;DEEA;5;353.15;44.1;0.104;Arshad et al (2014);https://doi.org/10.1021/je400886w
1276;DEEA;5;353.15;69.7;0.144;Arshad et al (2014);https://doi.org/10.1021/je400886w
1277;DEEA;5;353.15;99.3;0.185;Arshad et al (2014);https://doi.org/10.1021/je400886w
1278;DEEA;5;353.15;132.1;0.225;Arshad et al (2014);https://doi.org/10.1021/je400886w
1279;DEEA;5;353.15;168;0.265;Arshad et al (2014);https://doi.org/10.1021/je400886w
1280;DEEA;5;353.15;207;0.304;Arshad et al (2014);https://doi.org/10.1021/je400886w
1281;DEEA;5;353.15;249.9;0.342;Arshad et al (2014);https://doi.org/10.1021/je400886w
1282;DEEA;5;353.15;296;0.38;Arshad et al (2014);https://doi.org/10.1021/je400886w
1283;DEEA;5;353.15;347.5;0.418;Arshad et al (2014);https://doi.org/10.1021/je400886w
1284;DEEA;5;353.15;401.3;0.454;Arshad et al (2014);https://doi.org/10.1021/je400886w
1285;DEEA;5;353.15;459.1;0.493;Arshad et al (2014);https://doi.org/10.1021/je400886w
1286;DEEA;5;353.15;479.2;0.508;Arshad et al (2014);https://doi.org/10.1021/je400886w
1287;DEEA;5;353.15;492.3;0.517;Arshad et al (2014);https://doi.org/10.1021/je400886w
1288;DEEA;5;353.15;503.4;0.526;Arshad et al (2014);https://doi.org/10.1021/je400886w
1289;DEEA;5;393.15;23.1;0.017;Arshad et al (2014);https://doi.org/10.1021/je400886w
1290;DEEA;5;393.15;64.8;0.032;Arshad et al (2014);https://doi.org/10.1021/je400886w
1291;DEEA;5;393.15;126.2;0.05;Arshad et al (2014);https://doi.org/10.1021/je400886w
1292;DEEA;5;393.15;200.7;0.069;Arshad et al (2014);https://doi.org/10.1021/je400886w
1293;DEEA;5;393.15;283.7;0.088;Arshad et al (2014);https://doi.org/10.1021/je400886w
1294;DEEA;5;393.15;338.5;0.1;Arshad et al (2014);https://doi.org/10.1021/je400886w
1295;DEEA;5;393.15;369.1;0.107;Arshad et al (2014);https://doi.org/10.1021/je400886w
1296;DETA;1.9;313.15;1.177;0.92;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1297;DETA;1.9;313.15;3.73;0.988;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1298;DETA;1.9;313.15;12.652;1.08;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1299;DETA;1.9;313.15;25.508;1.131;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1300;DETA;1.9;313.15;46.979;1.19;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1301;DETA;1.9;313.15;145.568;1.271;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1302;DETA;1.9;313.15;286.92;1.34;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1303;DETA;1.9;313.15;385.001;1.368;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1304;DETA;1.9;313.15;412.032;1.381;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1305;DETA;1.9;313.15;493.761;1.401;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1306;DETA;1.9;313.15;693.209;1.452;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1307;DETA;1.9;313.15;776.212;1.467;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1308;DETA;1.9;313.15;849.715;1.478;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1309;DETA;1.9;313.15;951.457;1.489;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1310;DETA;2.9;313.15;2.539;0.9;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1311;DETA;2.9;313.15;5.237;0.929;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1312;DETA;2.9;313.15;7.027;0.959;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1313;DETA;2.9;313.15;17.763;1.021;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1314;DETA;2.9;313.15;32.714;1.067;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1315;DETA;2.9;313.15;57.586;1.137;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1316;DETA;2.9;313.15;110.965;1.199;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1317;DETA;2.9;313.15;244.905;1.26;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1318;DETA;2.9;313.15;321.274;1.289;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1319;DETA;2.9;313.15;505.056;1.331;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1320;DETA;2.9;313.15;565.53;1.34;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1321;DETA;2.9;313.15;793.969;1.373;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1322;DETA;2.9;313.15;849.715;1.384;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1323;DETA;2.9;313.15;930.177;1.392;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1324;DETA;3.9;313.15;0.82;0.759;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1325;DETA;3.9;313.15;5.237;0.88;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1326;DETA;3.9;313.15;9.429;0.929;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1327;DETA;3.9;313.15;16.977;0.97;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1328;DETA;3.9;313.15;35.812;1.041;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1329;DETA;3.9;313.15;51.428;1.071;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1330;DETA;3.9;313.15;108.483;1.129;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1331;DETA;3.9;313.15;223.72;1.188;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1332;DETA;3.9;313.15;351.697;1.221;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1333;DETA;3.9;313.15;451.049;1.241;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1334;DETA;3.9;313.15;578.468;1.26;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1335;DETA;3.9;313.15;725.289;1.278;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1336;DETA;3.9;313.15;725.289;1.302;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1337;DETA;3.9;313.15;830.711;1.313;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1338;DETA;1.9;353.15;1.892;0.777;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1339;DETA;1.9;353.15;3.815;0.821;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1340;DETA;1.9;353.15;12.941;0.909;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1341;DETA;1.9;353.15;25.508;0.953;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1342;DETA;1.9;353.15;45.929;1.001;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1343;DETA;1.9;353.15;130.002;1.069;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1344;DETA;1.9;353.15;250.508;1.137;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1345;DETA;1.9;353.15;359.743;1.179;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1346;DETA;1.9;353.15;440.962;1.199;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1347;DETA;1.9;353.15;552.882;1.219;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1348;DETA;1.9;353.15;709.068;1.241;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1349;DETA;1.9;353.15;793.969;1.247;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1350;DETA;1.9;353.15;830.711;1.26;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1351;DETA;1.9;353.15;889.036;1.269;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1352;DETA;2.9;353.15;2.119;0.7;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1353;DETA;2.9;353.15;4.177;0.751;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1354;DETA;2.9;353.15;11.558;0.81;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1355;DETA;2.9;353.15;22.271;0.86;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1356;DETA;2.9;353.15;49.153;0.931;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1357;DETA;2.9;353.15;121.473;0.979;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1358;DETA;2.9;353.15;223.72;1.041;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1359;DETA;2.9;353.15;385.001;1.111;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1360;DETA;2.9;353.15;421.458;1.118;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1361;DETA;2.9;353.15;540.517;1.137;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1362;DETA;2.9;353.15;662.549;1.162;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1363;DETA;2.9;353.15;709.068;1.173;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1364;DETA;2.9;353.15;812.132;1.181;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1365;DETA;2.9;353.15;930.177;1.19;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1366;DETA;3.9;353.15;1.509;0.63;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1367;DETA;3.9;353.15;5.005;0.698;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1368;DETA;3.9;353.15;16.226;0.759;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1369;DETA;3.9;353.15;34.228;0.819;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1370;DETA;3.9;353.15;58.903;0.86;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1371;DETA;3.9;353.15;132.976;0.922;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1372;DETA;3.9;353.15;244.905;0.979;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1373;DETA;3.9;353.15;359.743;1.01;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1374;DETA;3.9;353.15;421.458;1.027;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1375;DETA;3.9;353.15;516.61;1.047;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1376;DETA;3.9;353.15;578.468;1.06;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1377;DETA;3.9;353.15;725.289;1.078;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1378;DETA;3.9;353.15;830.711;1.091;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1379;DETA;3.9;353.15;889.036;1.111;Chang et al (2013);https://doi.org/10.1016/j.jct.2013.05.005
1380;DETA;2;298.15;4.9;1.35;Muchan et al (2017);https://doi.org/10.1016/j.seppur.2017.04.031
1381;DETA;2;298.15;6.9;1.38;Muchan et al (2017);https://doi.org/10.1016/j.seppur.2017.04.031
1382;DETA;2;298.15;9.8;1.4;Muchan et al (2017);https://doi.org/10.1016/j.seppur.2017.04.031
1383;DETA;2;313.15;9.4;1.3;Muchan et al (2017);https://doi.org/10.1016/j.seppur.2017.04.031
1384;DETA;2;313.15;14;1.34;Muchan et al (2017);https://doi.org/10.1016/j.seppur.2017.04.031
1385;DETA;2;313.15;18.7;1.36;Muchan et al (2017);https://doi.org/10.1016/j.seppur.2017.04.031
1386;DETA;2;313.15;23.5;1.38;Muchan et al (2017);https://doi.org/10.1016/j.seppur.2017.04.031
1387;DETA;2;333.15;57;1.34;Muchan et al (2017);https://doi.org/10.1016/j.seppur.2017.04.031
1388;DETA;2;333.15;65.1;1.36;Muchan et al (2017);https://doi.org/10.1016/j.seppur.2017.04.031
1389;DETA;2;333.15;81.4;1.38;Muchan et al (2017);https://doi.org/10.1016/j.seppur.2017.04.031
1390;DGA;2.9;313.15;171;0.706;Ebrahiminejadhasanabadi et al (2022);https://doi.org/10.1016/j.fluid.2022.113475
1391;DGA;2.9;313.15;610;0.831;Ebrahiminejadhasanabadi et al (2022);https://doi.org/10.1016/j.fluid.2022.113475
1392;DGA;2.9;313.15;1124;0.909;Ebrahiminejadhasanabadi et al (2022);https://doi.org/10.1016/j.fluid.2022.113475
1393;DGA;2.9;313.15;1624;0.962;Ebrahiminejadhasanabadi et al (2022);https://doi.org/10.1016/j.fluid.2022.113475
1394;DGA;2.9;313.15;2103;0.999;Ebrahiminejadhasanabadi et al (2022);https://doi.org/10.1016/j.fluid.2022.113475
1395;DGA;3.8;313.15;200;0.6633;Ebrahiminejadhasanabadi et al (2022);https://doi.org/10.1016/j.fluid.2022.113475
1396;DGA;3.8;313.15;429;0.7312;Ebrahiminejadhasanabadi et al (2022);https://doi.org/10.1016/j.fluid.2022.113475
1397;DGA;3.8;313.15;629;0.7695;Ebrahiminejadhasanabadi et al (2022);https://doi.org/10.1016/j.fluid.2022.113475
